FIPS,UI_Index,MI_Index,CI_Index,Total_Vaccinated,Vac_Index
1101,0,1,0,2288180,0
1101,0,1,0,2288180,0
1101,0,1,0,2288180,0
1101,0,1,0,2288180,0
1101,0,1,0,2288180,0
1101,0,1,0,2288180,0
1101,0,1,0,2288180,0
1101,0,1,0,2288180,0
1101,0,1,0,2288180,0
1101,0,1,0,2288180,0
1101,0,1,0,2288180,0
1101,0,1,0,2288180,0
1101,0,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1103,1,1,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1105,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1107,0,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1109,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1111,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1113,1,0,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1115,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1117,1,1,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1119,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1121,0,0,0,2288180,0
1123,0,0,0,2288180,0
1123,0,0,0,2288180,0
1123,0,0,0,2288180,0
1123,0,0,0,2288180,0
1123,0,0,0,2288180,0
1123,0,0,0,2288180,0
1123,0,0,0,2288180,0
1123,0,0,0,2288180,0
1123,0,0,0,2288180,0
1123,0,0,0,2288180,0
1123,0,0,0,2288180,0
1123,0,0,0,2288180,0
